:Arabidopsis_lyrata_negative
:centroid_mass	total_ion_count
471.0673	2.238e1
471.8714	5.343e1
471.9325	4.603e1
472.7475	1.565e1
472.8494	3.562e1
472.9106	5.658e1
473.0023	4.774e1
473.8489	8.451e1
473.8999	3.052e1
473.9713	4.541e1
474.0938	2.981e1
474.8085	2.301e1
474.8596	3.173e1
474.9209	6.464e1
474.9720	4.607e1
475.0231	4.884e1
475.0844	8.086e1
475.1457	7.653e1
475.7692	1.429e1
475.8817	6.967e1
475.9532	8.526e1
476.0862	9.945e0
476.9663	1.945e3
477.2325	3.793e0
477.9394	2.211e2
477.9906	4.434e2
478.9749	4.675e2
479.1596	1.516e1
479.8885	8.168e1
479.9911	1.219e2
480.0425	1.287e2
480.8851	9.553e1
480.9776	4.014e1
481.0701	2.408e1
481.1319	1.264e1
481.8519	5.220e1
481.9857	3.757e1
482.0371	4.838e0
482.0886	1.791e1
482.8094	7.949e0
482.8918	9.701e1
482.9845	3.228e1
483.0463	3.511e1
483.0978	1.922e1
483.7677	8.404e0
483.8605	4.299e1
483.9637	4.726e1
484.7684	3.209e1
484.8716	8.053e1
484.9336	5.646e1
485.1090	8.310e0
485.2020	5.897e0
485.8631	9.468e1
485.9148	1.089e2
486.7831	1.759e1
486.8348	4.502e1
486.8866	6.519e1
486.9900	9.139e1
487.0831	7.124e1
487.1659	9.436e1
487.8283	3.910e1
487.8801	3.797e1
487.9525	8.504e1
488.0769	1.127e2
488.8435	5.695e1
488.9265	2.035e1
488.9783	4.839e1
489.0301	4.599e1
489.1234	1.855e1
489.8806	8.361e1
489.9739	2.289e1
490.0362	1.638e1
490.7940	2.281e1
490.8667	4.270e1
490.9186	5.075e1
490.9914	1.728e1
491.0641	1.862e1
491.7915	1.501e1
491.8435	7.147e1
492.0098	2.165e1
492.8421	6.485e1
492.9565	8.176e1
493.1231	1.506e0
493.7583	1.131e1
493.8416	3.980e1
493.9041	2.589e1
494.0083	7.532e1
494.7796	1.175e1
494.8526	3.545e1
494.9465	6.178e1
495.0508	8.155e1
495.8334	1.755e1
495.8856	1.920e1
495.9586	1.327e2
496.9091	1.083e2
496.9823	8.079e1
497.0868	4.250e1
497.1913	6.823e0
497.8396	5.706e0
497.9442	6.482e1
497.9966	3.585e1
498.0698	1.726e1
498.7814	1.115e1
498.9071	8.539e1
498.9594	2.718e1
499.0118	2.203e1
499.0851	1.597e1
499.1375	1.290e1
499.2108	4.269e1
499.7137	2.635e0
499.8709	5.734e1
499.9232	2.440e1
499.9757	4.637e1
500.1644	1.970e1
500.7412	9.569e0
500.8251	3.308e1
500.8776	7.825e1
501.0035	1.823e1
501.0560	1.457e1
501.1504	2.892e1
501.2134	1.230e1
501.8853	1.349e2
502.0113	2.430e1
502.7153	3.794e0
502.7679	2.606e1
502.8625	5.325e1
502.9150	6.980e1
503.1358	1.807e3
503.8722	8.882e1
503.9248	7.766e1
504.0721	9.824e1
504.1353	3.347e2
504.8302	4.265e1
504.8934	4.798e1
504.9777	7.778e1
505.0303	1.045e2
505.0936	4.525e1
505.1463	6.278e1
505.8102	2.049e1
505.8735	3.366e1
505.9262	5.360e1
506.0422	4.498e1
506.7279	3.768e0
506.7807	1.193e1
506.8441	4.268e1
506.9179	2.591e1
506.9813	6.950e1
507.0657	4.216e1
507.8260	3.174e1
507.8894	3.073e1
507.9634	6.740e1
508.0690	2.751e1
508.7561	1.901e1
508.8724	3.197e1
508.9570	2.948e1
509.0628	2.114e1
509.7611	5.333e0
509.8458	1.931e1
509.9305	5.113e1
510.0470	6.846e1
510.1635	2.303e0
510.8413	6.102e1
510.9261	4.939e1
511.0215	1.098e2
511.8272	2.547e1
511.9333	1.792e2
511.9969	8.862e1
512.0712	2.126e1
512.1667	5.632e0
512.7928	3.741e1
512.8990	7.264e1
512.9839	7.727e1
513.0476	8.164e1
513.8549	5.544e1
513.9506	9.081e1
514.0463	1.019e1
514.1100	3.544e0
514.8331	3.822e1
514.9714	6.863e1
515.0565	9.074e1
515.7590	1.220e1
515.8229	4.335e1
515.9293	9.156e1
516.0358	1.654e1
516.8455	3.507e1
516.9201	5.626e1
517.0054	6.486e1
517.7732	2.142e1
517.8478	3.177e1
517.9439	5.302e1
517.9973	2.813e1
518.7871	2.467e1
518.8405	1.461e1
518.9258	9.025e1
519.0113	8.637e1
519.7913	2.423e1
519.8661	5.445e1
519.9517	1.449e1
520.0157	3.067e1
520.7109	4.711e0
520.7858	2.628e1
520.8499	8.076e1
520.9784	7.256e1
521.0639	2.884e1
521.1282	1.672e1
521.1816	2.052e1
521.8240	4.223e1
521.9205	4.963e1
521.9847	3.755e1
522.1346	6.931e0
522.8312	5.932e1
522.9063	7.472e1
522.9598	2.992e1
523.0242	5.287e1
523.7749	1.893e1
523.8393	6.028e1
523.9896	1.214e2
524.0539	3.392e1
524.1398	9.446e0
524.8055	2.214e1
524.9129	1.566e2
525.0955	1.573e1
525.7939	1.458e1
525.8692	3.302e1
525.9338	5.013e1
525.9875	2.623e1
526.0521	3.469e1
526.1596	9.904e0
526.2241	3.231e0
526.8373	3.591e1
526.9665	5.880e1
527.8170	2.974e1
527.9032	2.189e1
527.9570	2.967e1
528.7544	7.218e0
528.8299	6.699e1
528.9702	1.666e1
529.0240	3.698e1
529.7899	2.043e1
529.8654	4.332e1
529.9518	1.141e2
530.7183	7.783e0
530.8154	2.708e1
530.8695	2.221e1
530.9451	7.707e1
531.0316	6.229e1
531.7665	2.663e1
531.8314	5.263e1
531.9177	5.452e1
531.9935	1.615e2
532.8589	3.649e1
532.9239	5.063e1
532.9996	1.947e2
533.8009	5.280e1
533.9634	1.347e2
534.1042	6.178e0
534.1800	3.526e0
534.7870	9.943e0
534.8737	4.792e1
534.9714	1.062e2
535.0364	6.809e1
535.8067	1.524e1
535.8826	3.191e1
535.9586	4.435e1
536.0454	2.702e1
536.1431	1.392e1
536.8164	5.550e1
536.9033	5.567e1
536.9794	2.516e1
537.0445	3.247e1
537.0988	1.812e1
537.2401	3.396e0
537.8380	2.825e1
537.9249	7.029e1
538.0227	1.945e1
538.0989	3.618e0
538.8060	5.291e1
538.8714	1.461e1
538.9257	3.680e1
539.1107	4.614e2
539.8403	6.457e1
539.9493	8.937e1
540.0474	1.004e2
540.7776	1.899e1
540.8649	5.786e1
540.9957	1.721e2
541.1156	1.271e2
541.7811	8.400e0
541.8356	2.722e1
541.8902	3.522e1
541.9557	3.907e1
542.0212	1.249e1
542.1194	3.370e1
542.9930	1.130e2
543.0587	1.122e1
543.8018	1.802e1
543.8784	1.611e1
543.9439	4.824e1
544.8082	2.135e1
544.8738	2.962e1
544.9941	1.114e2
545.8812	8.624e1
546.0016	4.554e1
546.8565	4.004e1
546.9771	8.284e1
547.0319	5.421e1
547.1196	8.815e0
547.3499	1.596e0
547.7998	1.507e1
547.9424	1.833e2
547.9973	1.232e2
548.9197	1.667e2
548.9745	1.338e2
549.0294	2.689e2
549.1393	3.179e2
549.7327	6.946e0
549.8097	2.370e1
549.8757	8.829e1
549.9966	1.047e2
550.0735	6.840e1
550.1616	2.081e1
550.7886	2.358e1
550.9317	1.133e2
550.9977	9.494e1
551.0968	7.986e1
551.8123	3.732e1
551.9005	6.398e1
552.0216	6.994e0
552.0767	1.502e1
552.1429	1.460e1
552.7709	1.161e1
552.9033	7.974e1
552.9915	9.099e1
553.8518	1.867e1
553.9952	4.464e1
554.0724	9.001e0
554.8232	3.421e1
554.9557	6.113e1
555.0441	3.137e1
555.1324	1.916e1
555.7623	1.762e1
555.8728	3.182e1
555.9502	2.840e1
556.7132	6.396e0
556.8350	1.245e2
557.7758	1.985e1
557.8755	5.542e1
557.9751	2.197e1
558.0416	1.349e1
558.0970	2.781e0
558.8504	3.603e1
558.9613	7.440e1
559.0278	2.152e1
559.0943	1.736e1
559.8594	6.887e1
559.9482	5.425e1
560.0480	7.046e1
560.8584	6.714e1
560.9472	1.273e2
561.0916	5.366e1
561.7359	7.866e0
561.8137	1.882e1
561.9027	7.844e1
561.9692	9.013e1
562.1027	1.663e1
562.1694	2.835e0
562.7588	1.009e1
562.8922	7.012e1
563.1147	8.877e2
563.3262	5.453e0
563.8160	3.531e1
563.9161	3.621e1
564.1054	3.105e2
564.8072	5.078e1
564.9186	6.491e1
565.0078	3.299e2
565.1638	2.153e1
565.2531	3.906e0
565.8328	6.357e1
566.1229	2.536e3
566.7255	2.266e1
566.8817	7.240e1
567.1385	5.881e2
567.7975	2.175e1
567.8981	3.417e1
567.9650	2.966e1
568.1216	1.624e2
568.7922	4.702e1
568.8706	1.931e1
568.9377	3.015e1
568.9936	7.362e1
569.0942	2.349e1
569.8103	3.005e1
569.9334	6.446e1
570.0342	1.920e1
570.8069	1.547e1
570.8741	4.275e1
570.9861	4.964e1
571.0533	7.782e1
571.1654	1.309e1
571.7932	3.931e1
571.8492	2.318e1
571.9277	1.879e1
571.9837	3.524e1
572.0734	2.158e1
572.7465	7.785e0
572.8139	3.712e1
572.8924	2.528e1
572.9598	3.562e1
573.0832	4.746e1
573.1730	6.466e0
573.7794	2.522e1
573.9141	7.011e1
573.9703	3.833e1
574.1276	1.649e1
574.7120	1.432e1
574.8581	7.626e1
574.9143	6.298e1
575.0380	3.826e1
575.1617	1.587e1
575.3079	7.268e0
575.7015	1.175e1
575.7691	4.287e1
575.8365	4.282e1
575.9153	9.090e1
576.0391	1.360e1
576.0954	4.572e1
576.3768	1.208e1
576.6132	1.751e1
576.7146	1.224e1
576.7934	1.431e1
576.8497	5.246e1
577.1312	4.226e3
577.8974	2.080e2
577.9539	7.781e1
578.1568	1.331e3
578.8109	2.800e1
578.8673	7.284e1
579.1155	2.077e3
579.8152	3.596e1
579.9282	5.465e1
580.1201	6.389e2
580.7302	9.402e-2
580.8771	5.575e1
580.9562	6.751e1
581.0806	6.842e1
581.1484	6.676e1
581.8381	5.808e1
581.9059	1.385e1
581.9625	4.023e1
582.0416	1.143e1
582.1322	6.544e0
582.7885	1.309e1
582.8791	3.267e1
582.9584	4.424e1
583.0602	1.963e1
583.7511	8.637e0
583.8304	2.964e1
583.8871	7.940e1
584.8052	8.893e0
584.8959	5.548e1
585.0433	3.460e1
585.7581	8.164e0
585.8149	2.862e1
585.8716	6.074e1
585.9511	2.784e1
586.0305	2.624e1
586.8026	4.174e1
586.8822	5.655e1
586.9616	2.664e1
587.0186	3.802e1
587.0980	1.603e1
587.7685	1.068e1
587.8708	5.935e1
587.9391	2.712e1
588.0073	4.980e1
588.7239	1.677e1
588.8491	6.215e1
588.9286	3.896e1
589.0197	6.126e1
589.7596	1.888e1
589.8622	2.566e1
589.9760	9.880e1
590.0672	6.261e1
590.7622	2.694e1
590.8989	7.538e1
590.9788	3.584e1
591.0358	9.442e1
591.1611	6.373e1
591.7542	1.174e1
591.8226	2.746e1
591.8911	3.927e1
591.9595	6.796e1
592.0737	3.260e1
592.1649	1.933e1
592.8383	3.501e1
592.9183	3.423e1
593.1351	3.671e3
593.7292	1.176e1
593.8093	3.534e1
593.9349	4.409e1
594.1177	1.014e3
594.6893	6.147e0
594.8038	2.194e1
594.8610	4.633e1
595.0325	9.897e1
595.1011	2.927e2
595.7648	3.062e1
595.8906	5.187e1
595.9937	7.562e1
596.1082	4.478e1
596.8870	5.114e1
596.9442	9.191e1
597.0588	2.689e1
597.1276	9.671e0
597.8611	6.562e1
597.9185	5.862e1
598.0562	4.121e1
598.1364	2.688e1
598.7787	2.237e1
598.8477	4.143e1
598.9280	4.229e1
598.9969	4.795e1
599.0887	8.677e1
599.8235	2.933e1
599.9038	4.030e1
599.9612	4.542e1
600.1451	2.973e1
600.9150	5.775e1
601.0874	5.438e2
601.8235	2.691e1
601.8810	4.053e1
601.9960	5.735e1
602.1226	8.141e1
602.2147	7.595e0
602.7786	2.245e1
602.9053	5.734e1
602.9629	3.335e1
603.0435	6.762e1
603.1818	1.961e1
603.8268	3.075e1
603.8845	4.666e1
604.0458	5.723e1
604.1034	2.832e1
604.7606	2.743e1
604.8298	1.454e1
604.8875	4.731e1
605.0143	3.326e1
605.0836	1.602e1
605.7990	3.051e1
605.8797	5.093e1
605.9952	1.563e2
606.7688	1.310e1
606.8381	2.399e1
606.9305	6.018e1
606.9999	4.400e1
607.1270	9.131e1
607.2887	1.280e1
607.7974	7.964e0
607.8668	5.539e1
607.9592	1.190e2
608.8151	1.435e1
609.1276	1.288e3
609.9149	5.700e1
610.0886	4.281e2
610.8650	2.718e1
610.9229	3.219e1
610.9924	7.400e1
611.1083	9.664e1
611.9201	7.287e1
612.0245	5.645e1
612.7557	2.450e1
612.8951	9.634e1
612.9879	5.294e1
613.0575	9.328e1
613.1272	2.489e2
613.7894	1.316e1
613.8474	4.729e1
613.9752	5.418e1
614.0566	7.285e1
614.1262	4.273e1
614.2193	1.440e1
614.9285	4.144e1
615.0099	8.274e1
615.0913	9.040e1
615.1959	2.672e1
615.8126	6.150e0
615.9056	5.007e1
615.9639	2.482e1
616.0685	2.382e1
616.1385	2.760e1
616.9769	7.702e1
617.0934	1.048e1
617.8392	1.047e1
617.9208	3.314e1
618.0024	4.436e1
618.0724	2.481e1
618.7954	3.569e1
618.9237	3.224e1
619.1338	2.328e2
619.9276	5.756e1
620.0327	6.534e1
620.1378	4.145e1
620.8503	3.378e1
620.9321	3.755e1
621.0023	1.511e1
621.0607	3.533e1
621.1893	1.644e1
621.8323	3.099e1
621.8908	2.010e1
621.9727	2.576e1
622.7800	1.077e1
622.8735	4.508e1
622.9322	2.520e1
623.0257	4.131e1
623.1194	9.563e1
623.2248	2.420e1
623.8104	1.674e1
623.8688	2.375e1
623.9509	2.785e1
624.0212	1.287e1
624.1149	4.350e1
624.8181	2.252e1
624.8884	8.420e0
624.9822	5.183e1
625.0525	4.794e1
625.1580	9.297e0
625.9088	8.423e1
626.1082	4.057e2
626.8478	3.414e1
626.9182	2.894e1
627.1414	1.209e2
627.7405	1.072e1
627.7992	1.761e1
627.8932	3.481e1
628.0107	8.909e1
628.1400	1.049e1
628.7750	3.832e1
628.9279	3.802e1
629.0573	1.547e2
629.8809	2.337e1
629.9750	7.728e1
630.1163	2.990e1
630.1987	1.547e1
630.8347	2.506e1
630.9407	8.904e1
631.0703	3.705e1
631.8010	1.435e1
631.8835	4.765e1
631.9424	6.773e1
632.0604	1.205e1
632.1193	1.618e1
632.9451	2.218e2
633.1102	3.041e1
633.7712	1.593e1
633.9011	1.094e2
634.1019	4.647e1
634.7871	3.963e1
634.8816	4.631e1
634.9407	7.626e1
635.0353	2.458e1
635.0944	3.201e1
635.1771	3.752e1
635.2362	5.916e0
635.2953	4.232e0
635.3544	4.915e0
635.7092	1.239e1
635.8392	6.742e1
635.9575	7.349e1
636.0402	6.253e1
636.2178	3.884e1
636.2769	1.684e1
636.7620	2.307e1
636.8685	5.570e1
636.9514	4.096e1
637.0461	4.418e1
637.1171	5.607e1
637.1763	5.261e1
637.2828	1.777e1
637.8395	1.026e2
637.8987	2.114e1
637.9935	6.865e1
638.0645	3.651e1
638.1475	1.457e1
638.2304	2.693e1
638.6926	5.613e0
638.7875	1.728e1
638.8704	7.950e1
638.9772	6.810e1
639.1313	7.292e1
639.2380	2.651e1
639.5464	9.454e0
639.6175	8.031e0
639.6887	2.049e1
639.8192	5.762e1
639.8784	3.298e1
640.1276	8.148e3
640.8042	4.896e1
640.8755	4.428e1
641.1368	2.482e3
641.5881	1.189e1
641.6475	1.285e1
641.7068	1.539e1
641.8138	4.653e1
641.8970	6.214e1
642.1228	1.894e3
642.7054	6.428e0
642.8599	6.159e1
642.9313	2.473e1
643.1097	5.509e2
643.7879	1.693e1
643.8831	5.093e1
643.9664	3.550e1
644.0259	6.912e1
644.0854	5.184e1
644.1450	5.128e1
644.2045	3.567e1
644.8594	5.908e1
644.9784	4.925e1
645.0618	6.572e1
645.1810	1.105e1
645.2524	7.855e0
645.8245	1.832e1
645.8840	4.829e1
646.0033	8.308e1
646.8143	3.525e1
646.9454	8.577e1
647.0409	3.631e1
647.1244	1.526e1
647.8644	5.483e1
647.9480	7.267e1
648.1031	2.675e1
648.7601	9.106e0
648.8796	8.218e1
649.0109	7.262e1
649.2739	6.965e1
649.8119	1.990e1
649.8835	3.662e1
650.0032	9.986e1
650.1108	5.717e1
650.1705	4.296e1
650.3022	4.641e0
650.7927	4.162e1
650.9243	9.541e1
651.0560	2.118e1
651.1517	5.348e1
651.7623	3.031e1
651.9419	9.917e1
652.0856	1.993e1
652.7325	7.655e0
652.8165	9.333e0
652.8763	2.548e1
652.9962	8.698e1
653.7036	4.476e0
653.8475	4.584e1
653.9075	2.718e1
654.0275	3.658e1
654.1114	1.984e1
654.8314	3.046e1
654.9514	6.603e1
655.0715	1.798e1
655.8160	1.905e1
655.8881	1.416e1
656.1525	2.329e3
656.7653	1.205e1
656.8494	4.483e1
657.1140	7.309e2
657.7996	6.567e0
657.8958	1.392e1
657.9680	5.028e1
658.0642	9.199e1
658.1365	1.179e2
658.1966	6.639e1
658.9188	5.021e1
659.0032	3.209e1
659.0875	5.078e1
659.2078	2.964e1
659.8463	2.075e1
659.9548	5.061e1
660.0392	6.042e1
660.8348	3.138e1
660.9312	4.592e1
661.0277	8.192e1
661.1846	2.428e1
661.8119	2.453e1
662.0292	1.163e2
662.1378	1.855e1
662.8743	3.653e1
662.9346	5.558e1
663.0554	2.394e1
663.1157	1.367e1
663.8166	2.232e1
663.9012	5.839e1
664.1067	1.271e1
664.8564	2.673e1
664.9410	2.865e1
665.0862	1.656e1
665.1951	1.231e1
665.7639	1.103e1
665.8243	1.781e1
665.9091	2.087e1
666.0060	2.704e1
666.8416	3.469e1
666.9142	1.635e1
667.0717	9.737e1
667.1444	5.936e1
667.2291	1.151e1
667.8474	4.107e1
667.9322	2.951e1
668.0413	5.674e1
668.1262	2.611e1
668.8782	3.623e1
668.9631	7.278e1
669.0480	3.839e1
669.1330	1.244e1
669.9462	6.576e1
670.0434	4.199e1
670.1161	3.738e1
670.1769	4.250e1
670.7842	5.713e0
670.9301	5.891e1
671.0152	5.640e1
671.9269	4.983e1
672.0971	3.419e2
672.1580	4.498e2
672.8270	2.511e1
672.9365	3.702e1
673.0217	4.531e1
673.1191	2.070e2
673.2407	2.042e1
674.0565	1.217e2
674.2148	1.724e1
674.7753	2.610e1
674.8727	9.961e0
675.0679	1.807e2
675.1287	2.595e2
675.8237	7.447e0
675.8969	2.361e1
675.9822	3.472e1
676.0921	1.069e2
676.8485	2.340e1
676.9218	1.877e1
677.0072	3.350e1
677.0682	7.931e1
677.1414	7.424e1
677.2392	1.257e1
677.9352	6.005e1
678.0696	1.401e2
678.1796	3.279e1
678.8149	2.889e1
678.8883	6.802e1
678.9861	8.478e1
679.0961	5.924e1
679.1573	6.397e1
679.7809	1.746e1
679.8788	4.421e1
679.9521	2.437e1
680.0623	4.570e1
680.1479	1.323e1
680.8822	3.730e1
680.9557	3.130e1
681.0168	1.417e1
681.0903	5.464e1
681.1638	5.268e1
681.7761	2.276e0
681.8742	5.760e1
682.0212	8.956e0
682.0824	1.333e1
682.1682	6.286e0
682.8300	2.878e1
682.8914	1.995e1
683.0140	4.323e1
683.1242	8.723e0
683.7988	1.313e1
683.9093	3.473e1
684.0319	3.949e1
684.1179	9.454e0
684.8175	2.609e1
684.9402	2.667e1
685.0630	3.171e1
685.8123	1.838e1
685.9720	2.922e1
686.0826	8.007e1
686.2054	1.198e1
686.8447	1.603e1
686.9431	4.439e1
687.0414	2.503e1
687.1153	2.924e1
687.9271	6.255e1
688.0010	2.157e1
688.1855	3.251e1
688.8504	4.273e1
688.9735	5.921e1
689.0844	1.523e1
689.1459	8.199e0
689.8728	2.731e1
689.9467	2.843e1
690.0452	1.470e1
690.9329	4.385e1
691.0809	1.581e2
691.1672	6.004e1
691.8828	2.839e1
691.9816	4.272e1
692.1174	8.590e1
692.8458	1.396e1
692.9075	6.923e0
692.9693	2.476e1
693.0434	3.384e1
693.1175	7.337e1
693.2287	7.496e1
693.9700	5.673e1
694.1431	9.186e1
694.2419	9.721e0
694.8973	4.635e1
695.1076	4.629e1
695.8129	2.470e1
695.9119	1.332e1
696.0356	3.666e1
696.1595	1.455e1
696.7909	6.863e0
696.8529	1.551e1
696.9396	4.289e1
697.0139	2.431e1
697.1130	3.187e1
697.7822	1.108e1
697.8689	3.446e1
697.9681	3.777e1
698.0424	2.959e1
698.8608	2.432e1
698.9229	2.671e1
698.9848	3.036e1
699.1213	2.060e0
699.9155	3.219e1
700.0024	3.936e1
700.1762	1.395e0
700.8467	3.184e1
700.9709	2.934e1
701.1077	1.594e1
701.8657	2.574e1
701.9528	2.753e1
702.0646	3.216e1
702.2014	3.181e0
702.8979	2.260e1
702.9725	2.246e1
703.0347	2.003e1
703.1093	6.348e0
703.8436	1.582e1
703.9432	4.176e1
704.0553	3.568e1
704.7899	1.657e1
704.8523	8.065e0
704.9395	2.992e1
705.0017	2.432e1
705.0765	1.443e1
705.8866	3.075e1
706.0612	5.320e1
706.8718	6.656e1
707.1213	1.089e2
707.1962	1.641e1
707.9202	3.626e1
708.0699	3.581e1
708.1573	2.190e1
708.8567	1.463e1
708.9442	3.246e1
709.0941	3.638e1
709.2191	1.602e1
709.7940	4.179e0
709.8690	1.296e1
709.9441	2.131e1
710.0441	5.925e1
710.2066	3.436e1
710.7694	1.144e1
710.9821	4.789e1
711.0697	5.931e1
711.1448	6.506e1
711.2199	9.157e1
711.9709	1.662e1
712.0461	2.162e1
712.1838	6.638e1
712.8602	3.144e1
712.9479	2.416e1
713.0732	4.695e1
713.1359	1.375e2
713.9255	3.851e1
713.9882	5.152e1
714.1136	3.049e1
714.1888	2.719e1
714.8411	2.393e1
714.9540	3.182e1
715.0168	3.371e1
715.1171	1.126e1
715.8702	9.021e0
715.9330	3.126e1
716.0585	3.482e1
716.1339	1.770e1
716.9630	6.217e1
717.0258	4.058e1
717.1011	2.414e1
717.9057	3.624e1
718.0314	4.569e1
718.1194	7.037e1
718.9622	6.668e1
719.1006	3.845e1
719.2013	2.335e0
719.8810	1.700e1
719.9440	2.089e1
720.0321	2.100e1
720.1202	2.144e1
720.9390	5.021e1
721.0399	3.488e1
721.1533	3.910e1
721.2162	5.994e0
721.9221	3.263e1
722.0231	1.742e1
722.1113	1.276e1
722.1870	8.315e0
722.8934	2.275e1
722.9943	3.074e1
723.0574	4.989e0
723.1584	3.684e1
723.2845	1.642e1
724.2062	1.102e2
724.9009	2.991e1
724.9894	3.772e1
725.1031	1.619e1
725.1663	5.226e1
725.2927	8.397e0
725.8868	3.171e1
725.9501	1.386e1
726.0386	4.627e1
726.1398	4.426e1
726.2408	1.982e1
726.8734	4.831e1
727.0253	4.614e1
727.1897	1.998e2
727.9619	2.830e1
728.0252	2.004e1
728.1138	2.924e1
728.2279	3.023e1
728.7725	4.174e0
728.9498	5.495e1
729.0513	5.754e1
729.8245	4.172e0
729.9512	4.440e1
730.0272	1.149e1
730.1287	1.667e1
730.9279	3.372e1
731.0167	2.335e1
731.9305	2.542e1
732.0195	2.457e1
732.0829	2.928e1
732.8324	4.485e0
732.9467	4.136e1
733.0991	2.979e1
733.1627	4.905e1
733.8999	5.609e1
733.9763	5.208e1
734.0524	3.937e1
734.8411	1.490e1
734.9047	2.678e1
734.9938	3.320e1
735.0701	2.623e1
735.1337	2.661e1
735.9484	6.969e1
736.0247	2.773e1
736.9036	4.535e1
737.0820	2.444e1
737.9232	1.340e1
738.0634	6.495e1
738.8287	3.044e1
738.9307	1.154e1
738.9944	7.473e0
739.0838	3.781e1
739.1604	1.013e2
739.2752	4.514e1
739.3773	7.457e0
739.9261	2.750e1
740.0667	5.894e1
740.2454	3.060e1
740.9352	2.811e1
741.0374	5.122e1
741.1268	4.777e1
741.2290	1.273e1
741.3312	5.107e0
741.9448	2.672e1
742.0087	3.965e1
742.0983	1.905e1
742.1621	8.721e0
742.8271	6.302e0
742.8911	1.491e1
743.1086	9.122e1
743.1982	6.564e1
743.2749	2.691e1
744.0045	7.985e1
744.1966	3.108e1
744.8882	3.284e1
745.0035	3.289e1
745.0803	2.631e1
745.1700	2.009e1
745.8364	3.388e0
745.9005	2.016e1
746.0800	3.333e1
746.1826	5.802e0
747.0034	4.844e1
747.0674	2.724e1
747.1444	2.052e1
747.2985	3.990e0
747.9786	4.786e1
748.0942	2.383e1
748.9290	3.574e1
749.0445	4.538e1
749.1087	3.011e1
749.1858	1.976e1
749.9055	1.311e1
749.9825	6.696e1
750.1111	1.699e1
750.1883	4.615e0
750.8956	1.254e1
750.9855	2.892e1
751.0627	5.320e1
751.2043	4.865e0
751.9893	3.174e1
752.0793	3.665e1
752.1823	1.561e1
752.2466	3.972e0
752.9163	3.380e1
753.0194	1.320e1
753.1095	1.097e1
753.1997	4.139e1
753.8826	1.349e1
753.9599	1.156e1
754.0372	3.548e1
754.1017	3.467e1
754.1920	6.456e1
754.8753	9.886e0
754.9656	2.996e1
755.1462	9.261e1
755.2881	1.444e1
755.8817	1.369e1
755.9462	2.228e1
756.0752	4.235e1
756.1398	2.273e1
756.2302	2.505e1
756.9402	3.100e1
757.0307	1.832e1
757.0953	3.624e1
757.1857	3.796e1
757.8963	8.200e0
758.0385	2.806e1
758.1160	2.865e1
758.9175	1.451e1
758.9822	3.025e1
759.1115	1.644e1
759.2150	1.105e1
759.8878	2.254e1
760.0042	9.477e0
760.1208	3.004e1
760.2114	7.475e0
760.9233	2.012e1
761.0787	2.245e1
761.1435	2.936e1
761.8560	5.018e0
761.9597	1.046e1
762.0632	5.459e1
762.1541	1.910e1
762.9706	5.953e1
763.0615	3.236e1
763.1782	3.071e1
763.8917	1.912e1
764.0344	3.203e1
764.1122	1.745e1
764.9560	3.493e1
765.0338	1.304e1
765.1378	3.859e1
766.1380	3.086e1
766.9048	1.265e1
766.9828	2.331e1
767.0607	2.999e1
767.1518	1.047e1
767.8802	2.305e1
768.0103	4.489e1
768.1273	3.525e1
768.2054	2.453e1
769.0645	1.031e2
769.9370	2.085e1
770.0022	3.018e1
770.0803	3.024e1
770.2236	3.436e1
770.8231	8.175e0
770.9534	3.813e1
771.1099	1.701e1
771.1750	2.651e1
771.2532	8.115e0
771.3315	6.010e0
771.9966	2.867e1
772.0618	1.972e1
772.1270	1.050e1
772.8448	1.453e1
772.9883	4.532e1
773.0535	9.938e0
773.1841	3.800e1
773.3146	9.318e0
773.9675	3.292e1
774.0982	1.498e1
774.9605	1.598e1
775.0521	4.373e1
775.2089	1.519e1
775.9411	6.420e0
776.0065	8.197e0
776.0980	3.573e1
776.1765	3.692e1
776.9747	1.629e1
777.1317	3.959e1
777.2364	1.812e1
777.9826	4.248e1
778.1137	3.354e1
778.2578	1.640e1
778.9913	2.205e1
779.0700	2.305e1
779.1486	1.748e1
779.9089	2.276e1
779.9877	4.948e1
780.1712	1.682e1
781.0107	4.015e1
781.1288	1.830e1
781.2076	8.282e0
781.4438	4.117e0
782.0083	3.647e1
782.1265	2.283e1
782.2053	3.113e0
782.9014	6.865e0
782.9803	3.300e1
783.0722	5.114e1
783.9396	1.070e1
784.0054	1.175e1
784.1105	1.623e1
784.1894	1.624e1
784.9786	3.037e1
785.1232	1.678e1
785.2022	1.909e1
785.8997	1.066e1
786.0576	4.333e1
786.2025	8.174e0
787.0453	3.794e1
787.1375	3.516e1
787.8886	1.238e1
787.9546	1.928e1
788.1786	2.851e1
788.9961	1.505e1
789.1281	4.160e1
789.2204	1.067e1
789.9065	1.617e1
789.9857	7.295e0
790.0648	1.537e1
790.1440	3.062e1
790.9494	9.660e0
791.0815	3.265e1
791.1475	5.150e1
791.9666	1.365e1
792.0988	6.907e1
792.2838	1.042e1
792.8918	1.274e1
793.0638	2.823e1
793.1299	3.574e1
793.2754	1.297e1
794.1353	4.679e1
794.3073	9.671e0
795.0620	4.324e1
795.1414	7.602e0
